"","YearEnd","LocationDesc","Question","Data_Value","Age(years)"
"5349",2015,"Nevada","Percent of adults who engage in no leisure-time physical activity",15.1,"18 - 24"
"5350",2011,"Nevada","Percent of adults aged 18 years and older who have an overweight classification",38.3,"55 - 64"
"5351",2011,"Mississippi","Percent of adults aged 18 years and older who have an overweight classification",31.6,"25 - 34"
"5352",2013,"California","Percent of adults aged 18 years and older who have an overweight classification",39.3,"65 or older"
"5353",2014,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",36.6,"55 - 64"
"5354",2013,"Indiana","Percent of adults aged 18 years and older who have an overweight classification",33.2,"25 - 34"
"5355",2011,"North Carolina","Percent of adults who engage in no leisure-time physical activity",19.6,"18 - 24"
"5356",2013,"New Jersey","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",46,"25 - 34"
"5357",2015,"California","Percent of adults aged 18 years and older who have an overweight classification",36.8,"35 - 44"
"5358",2011,"Rhode Island","Percent of adults aged 18 years and older who have obesity",12.9,"18 - 24"
"5359",2013,"District of Columbia","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",44.6,"18 - 24"
"5360",2015,"Connecticut","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",24.7,"65 or older"
"5361",2013,"Alabama","Percent of adults aged 18 years and older who have an overweight classification",38.6,"25 - 34"
"5362",2013,"Arkansas","Percent of adults aged 18 years and older who have an overweight classification",39.1,"45 - 54"
"5363",2014,"Rhode Island","Percent of adults aged 18 years and older who have obesity",29.2,"45 - 54"
"5364",2011,"Utah","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",34.6,"25 - 34"
"5365",2011,"Minnesota","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",55.5,"45 - 54"
"5366",2012,"New Mexico","Percent of adults aged 18 years and older who have an overweight classification",38.6,"45 - 54"
"5367",2013,"Indiana","Percent of adults aged 18 years and older who have obesity",29.2,"25 - 34"
"5368",2015,"Alaska","Percent of adults aged 18 years and older who have obesity",30.8,"45 - 54"
"5369",2011,"Vermont","Percent of adults who engage in no leisure-time physical activity",19.1,"35 - 44"
"5370",2015,"Mississippi","Percent of adults aged 18 years and older who have obesity",32.7,"25 - 34"
"5371",2013,"Florida","Percent of adults aged 18 years and older who have obesity",28,"55 - 64"
"5372",2015,"Alabama","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",46.5,"65 or older"
"5373",2014,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",34.3,"45 - 54"
"5374",2014,"Maryland","Percent of adults aged 18 years and older who have obesity",29,"65 or older"
"5375",2013,"California","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",30.7,"35 - 44"
"5376",2012,"Vermont","Percent of adults aged 18 years and older who have an overweight classification",37.7,"55 - 64"
"5377",2014,"Wisconsin","Percent of adults aged 18 years and older who have obesity",36,"55 - 64"
"5378",2013,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",23.2,"45 - 54"
"5379",2013,"Rhode Island","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",44.3,"18 - 24"
"5380",2011,"Utah","Percent of adults aged 18 years and older who have an overweight classification",38.9,"65 or older"
"5381",2011,"Georgia","Percent of adults aged 18 years and older who have obesity",25.4,"65 or older"
"5382",2014,"North Dakota","Percent of adults aged 18 years and older who have obesity",16.3,"18 - 24"
"5383",2011,"Wyoming","Percent of adults who engage in no leisure-time physical activity",30.2,"55 - 64"
"5384",2015,"Maine","Percent of adults aged 18 years and older who have obesity",22.5,"18 - 24"
"5385",2014,"New Hampshire","Percent of adults aged 18 years and older who have an overweight classification",38.9,"35 - 44"
"5386",2015,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",20.5,"55 - 64"
"5387",2015,"California","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",54.3,"25 - 34"
"5388",2015,"Michigan","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",24.4,"45 - 54"
"5389",2015,"Alabama","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",49.6,"18 - 24"
"5390",2011,"Alaska","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",38.8,"45 - 54"
"5391",2013,"South Carolina","Percent of adults aged 18 years and older who have obesity",26.7,"65 or older"
"5392",2015,"Georgia","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",21.2,"55 - 64"
"5393",2011,"Connecticut","Percent of adults who engage in no leisure-time physical activity",19.4,"18 - 24"
"5394",2011,"New Mexico","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",53.9,"65 or older"
"5395",2011,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",39.4,"55 - 64"
"5396",2014,"Missouri","Percent of adults who engage in no leisure-time physical activity",21.9,"25 - 34"
"5397",2015,"Arkansas","Percent of adults who engage in no leisure-time physical activity",37.7,"35 - 44"
"5398",2015,"Delaware","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",36.1,"65 or older"
"5399",2013,"New Hampshire","Percent of adults aged 18 years and older who have obesity",31,"35 - 44"
"5400",2013,"Louisiana","Percent of adults who engage in no leisure-time physical activity",38.1,"65 or older"
"5401",2012,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",13.4,"18 - 24"
"5402",2013,"Oregon","Percent of adults who engage in no leisure-time physical activity",13.8,"18 - 24"
"5403",2011,"Montana","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",59.8,"18 - 24"
"5404",2012,"Vermont","Percent of adults aged 18 years and older who have obesity",20.7,"35 - 44"
"5405",2014,"Texas","Percent of adults aged 18 years and older who have an overweight classification",40.2,"35 - 44"
"5406",2011,"Wisconsin","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",55,"35 - 44"
"5407",2013,"Pennsylvania","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",35.5,"25 - 34"
"5408",2013,"Arkansas","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",16.5,"65 or older"
"5409",2014,"Massachusetts","Percent of adults who engage in no leisure-time physical activity",20.1,"45 - 54"
"5410",2014,"New York","Percent of adults who engage in no leisure-time physical activity",28.6,"45 - 54"
"5411",2013,"Vermont","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",59.9,"45 - 54"
"5412",2011,"Oregon","Percent of adults who engage in no leisure-time physical activity",24.5,"45 - 54"
"5413",2013,"Georgia","Percent of adults aged 18 years and older who have an overweight classification",22.2,"18 - 24"
"5414",2014,"New Mexico","Percent of adults aged 18 years and older who have an overweight classification",33.6,"25 - 34"
"5415",2012,"Wyoming","Percent of adults aged 18 years and older who have obesity",23,"25 - 34"
"5416",2011,"Texas","Percent of adults who engage in no leisure-time physical activity",19.1,"18 - 24"
"5417",2014,"Vermont","Percent of adults aged 18 years and older who have obesity",26.8,"45 - 54"
"5418",2013,"New Jersey","Percent of adults aged 18 years and older who have obesity",26.2,"65 or older"
"5419",2011,"Minnesota","Percent of adults who engage in no leisure-time physical activity",21.4,"25 - 34"
"5420",2014,"Iowa","Percent of adults aged 18 years and older who have an overweight classification",35.3,"35 - 44"
"5421",2012,"Iowa","Percent of adults who engage in no leisure-time physical activity",32.9,"65 or older"
"5422",2014,"New York","Percent of adults aged 18 years and older who have an overweight classification",25.2,"18 - 24"
"5423",2015,"Vermont","Percent of adults aged 18 years and older who have an overweight classification",38.2,"65 or older"
"5424",2013,"Arizona","Percent of adults who engage in no leisure-time physical activity",26.8,"18 - 24"
"5425",2012,"Hawaii","Percent of adults aged 18 years and older who have obesity",32,"35 - 44"
"5426",2011,"Georgia","Percent of adults aged 18 years and older who have obesity",34.4,"55 - 64"
"5427",2015,"New Hampshire","Percent of adults aged 18 years and older who have obesity",30.7,"55 - 64"
"5428",2013,"North Dakota","Percent of adults aged 18 years and older who have obesity",28.4,"25 - 34"
"5429",2011,"Idaho","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",57.6,"45 - 54"
"5430",2011,"Delaware","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",30.5,"45 - 54"
"5431",2013,"California","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",27.2,"25 - 34"
"5432",2012,"North Dakota","Percent of adults who engage in no leisure-time physical activity",13.3,"18 - 24"
"5433",2011,"South Carolina","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",20.5,"65 or older"
"5434",2013,"Wisconsin","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",28.2,"25 - 34"
